item_name,item_type,ingredients
Bikano peanut salted 200g,drink,"peanuts , edible vegetable oil (refined rice bran oil, refined cottonseed oil, refined palmolein oil), lodize salt , black salt . allergen alert: contains peanut allergen advice"
Gyan Meetha Dahi,food,"milk solids, sugar and lactic culture"
Schweppes Packaged Drinking Water,drink,"treated water, salts of sodium, magnesium and calcium"
galaxy milk chocolate smooth milk,drink,"sugar, milk solids, cocoa butter, cocoa solids, edible vegetable fats &lt;5% (sal fat, palm oil), humectant (422), emulsifiers (322, 476). contains vegetable fat in addition to cocoa butter contains milk and soy. may contain barley, wheat, treenuts"
Parle Melody Chocolaty,snack,"sugar, liquid glucose, refined palm oil, cocoa solids 11.1%), milk solids, iodised salt nd emulsifier of vegetable origin (soy lecithin). contains added flavour (artificial flavouring subatances -"
ACT II chilli surprise,snack,"popping corn , refined edible palmolein oil (tbhq), lodized salt, spices & condiments (chilli powder , pepper black powder, cumin powder, fennel powder, ginger powder), sugar, dehydrated vegetables (onion powder garlic powder), stabilizer (hydrolyzed vegetable protein), maltodextrin, soya sauce powder, acidity regulator (cric acid), anticaking agent (silicon dioxide), flavour enhancers (disodium guanylate, disodium inosinate), refined edible sunflower oil, natural flavour (pepper) & nature identical ravour (onion). contains soy and its products"
Muscleblaze Whey Protein - rich milk chocolate flavour,food,"whey protein blend (whey protein concentrate, whey powder & whey protein isolate), cocoa powder, nature identical flavouring substances, sodium chloride, emulsifier (ins 322 (i)), stabilizer (ins 415), amylase, protease, lactase, lipase & cellulase, sweetener [ins 955) & anti-caking agent (ins 551)"
Yoga bar High Protein Muesli,drink,"whole grains 45% {rolled oats, millets 22% [ragi flakes (ragi, jaggery), jowar flakes (jowar, jaggery)]}, texturized soya protein flakes, dark chocolate paste 13% (sugar, edible vegetable fat, cocoa solids, soy lecithin & natural flavours), dehydrated fruits (raisins, cranberry 1%), nuts & seeds (chia, almond 1.5%, pumpkin), dates syrup, peanut protein, cocoa powder, natural flavours, rice bran oil, jaggery syrup, probiotics (bacillus coagulans snz 1969, 15 billion cfu/g)"
Kurkure 8901491002486,snack,"cereal products (corn meal , rice meal), edible vegetable oil (palmolein), **seasoning (sugar, lodised salt, maltodextrin, ~spices and condiments, milk solids, cheese, salt substitute (potassium chloride), flavour (natural and nature identical flavouring substances), flavour enhancers (627, 631), acidity regulators (296, 330), emulsifying & stabilising agent ((331 (iii), 471, 327)), gram meal, firming agent (170(i)), lodised salt. as flavouring agent. contains onion and garlic allergen advice: contains soy, milk, wheat"
oltymes Punjabi Masala Traditional Urad Crisps,drink,"black gram flour, asafoetida, black pepper, sodium bicarbonate, edible vegetable oil and other spices"
Heritage Happy Full Cream Milk,food,"milk solids (full cream milk), vitamin a palmitate & vitamin d (ergocalciferol) allergens information: contains milk"
Britannia brittania Jimjam pops,snack,"refined wheat flour (maida), sugar, refined palm oil & interesterified vegetable fat, invert sugar syrup, milk solids, edible maize starch, fruit products (apple juice concentrate, banana powder, plum juice concentrate), emulsifiers [322(i) & 471], iodised salt, artificial (vanilla, raspberry, pineapple, apricot) & nature identical flavouring substances, acidity regulators [330 & 331(iii)], gelling agent (440), raising agents [500(ii) & 503(ii)] and colour (122). (numbers in brackets as per international numbering system) contains _wheat_, _milk_ & _soy_"
Macaroni pasta,food,wheat semolina 100%suji
Ribbons  Balloons Fruit mufflins,snack,"refined wheat flour (maida), sugar, edible vegetable oil (palm oil), water, milk solids, sweetener [ins 420], raising agent [ins 500(i), ins 541], edible starch, emulsifiers [ins 472e, ins 475, ins 471, ins 477, ins 470(i)], acidity regulator [ins 330], stabilizer [ins 415], anticaking agent ins 341(iii)], humectant [ins 422, ins 1520], iodised salt and antioxidant [ins 320]. contains added flavours nature identical and artificial flavouring substance-vanilla and mix fruit] contains permitted class ii preservatives [ins 282, ins 200, ins 202] (numbers in brackets as per international numbering system)"
Snactac Hakka noodles,drink,"refined wheat flour (maida), iodised salt, corn starch,contains _wheat_,traces _soya, _mustard_,_milk_"
Samyang Ramen,drink,"green tea flavour. noodle : refined wheat flour, refined palm oil, starch acetate(e1420), potato starch, edible common salt, emulsifier soy lecithin(e322), acidity regulators[potassium carbonate(e501(i)), sodium carbonate(e500), sodium phosphate dibasic(e339(1)) & citric acid(e330)], thickener guar gum(e412), food colour riboflavin(e101) and natural identical soup: soy sauce(soybean, refined wheat flour, edible common salt, & water), yeast extract powder, flavour enhancer monosodium glutamate(e621), edible common salt, sugar, roasted wheat flour rice flour, black pepper powder chilli pepper powder, disodium 5' ribonucleotide(e635), onion powder & food colour caramel (e150 c flake: dried carrot flake, dried bok choy, dehydrated chives, dried cabbage flake"
Epigamia Mishti Doi,sweet,"low lactose full cream milk [milk, milk solids, enzyme (b-galactosidase)], sugar, colour (ins 150a), flavour (natural flavouring substances), permitted lactic acid culture"
bikano all time mixture,snack,"edible vegetable oil (refined palmolein oil, refined ricebran oil, refined cottonseed oil), chickpea flour , rice flakes , cornflakes , peanuts , sugar (sucrose), rice flour, split bengal gram, curry leaves, husked dew moth bean flour, lodized salt, carom seeds, red chilli powder, turmeric, yellow chilli powder, black salt, raising agent"
continental Xtra instant coffee,drink,coffee beans & chicory
Balaji Wafers Ratlami Sev,food,"potato, edible vegetable oil, seasoning (iodised salt, black salt, dry mango powder, onion powder, garlic powder, black pepper, cumin powder, coriander powder, chilli powder, citric acid, sugar, tomato powder, flavour enhancer (e621), anticaking agent (e551))"
Tholoor mango pickle,food,"cut mango , salt, red chilly, gingelly oil, mustard, fenugreek, asafoetida, curry leaves, synthetic vinegar, benzoic acid"
Catch Pink Rock Salt(Sendha Namak),condiment,pink rock sali (sendha namak)
G pulla reddys Sev,snack,"bengal gram flour,edible vegetable (palmolein) oil, salt"
Haldirams mixture,food,expiry date
Mr Bakewell garlic bread,drink,"refined wheat flour (maida), sugar, refined palm oil and palm olein, yeast, lodized salt, garlic, gluten, class il preservatives (ins 282), improver (emulsifier (ins 472e) antioxidant (ins 300)], acidity regulator (ins 260)"
Mr Bakewell Hotdog bun,drink,"refined wheat flour (maida) water, sugar, yeast, refined palm oil, lodized salt, flour improver emulsifiers, datem (ins472e), calcium propionate (ins282), gluten"
Orange slices,food,"sugar,liquid glucose"
Britannia Brown bread,drink,"flours (wheat flour (atta) , refined wheat flour (maida), water, yeast, sugar, vital gluten, iodised salt, refined palmolein oil, colour (150a), preservative (282), emulsifier (472e), improver [1100(i), acidity regulator (260), and flour treatment agent (510), vitamins"
modern multgrain bread,drink,"refined wheat flour (maida), whole wheat flour (atta). grains and seeds mix (flax seeds, rolled oats, oat flour, maize flour, pumpkin seeds, bengal gram flour, rice flour, barley flour, white sesame seeds, bajra, sorghum), sugar, gluten, yeast, edible vegetable oil (refined palmoléin oil), lodized salt, malt product. soya flour, preservatives (282, 200), wheat bran, emulsifier (471), acidity regulator (260), flour treatment agents (1100, 1102, 1104, 510) and antioxidant (300). 'other grains flour mix - 10.7%"
MTR Vemicelli,drink,"wheat semolina, durum wheat flour (atta)"
Piramal Naturolax-A,food,"isabgol husk (plantago ovata) seed husk powder** 64%, nimbu satva (citrus medica) satva powder**, saksara (shudh) , saccharin sodium #p 0.0171g/5g"
Wellbeing Nutrition Skin Fuel,food,"citric acid, sodium bicarbonate, peg 6000, blueberry flavor, watermelon flavor, polomint flavor, sweetener stevia complex. contains natural color(s) & flavor(s)"
MTR Hing - compounded asafoetida powder,drink,"wheat flour , gum arabic, asafoetida"
Amul Mawa Malai Kulfi,sweet,"inner layer - kulfi . milk solids, sugar, permitted emulsifiers (435, 471), stabilizers (407, 412), artificial flavouring substances (kulfi, condensed milk, cardamom), colours (122,133,102). outer layer - coating : coconut oil, sugar, milk solids, cashew pieces , emulsifier (322). allergen information: contains milk, nuts"
Campa cola 2ltr pet,drink,"carbonated water, sugar, acidity regulators(e 338,e 331(i)), caffeine(9.4 mg/100ml), color(e 150d), preservative(e 211), natural flavouring substances"
Cadbury Bourn Vita biscuits,snack,"refined wheat flour (maida) (51%*), sugar, palmolein oil, cereal based beverage mix 5%( cereal extract 57%* (barley, wheat), sugar, cocoa solids, colour (150c), liquid glucose, wheat gluten, maltodextrin, emulsifiers (322,471), edible rennet casein, milk solids, vitamins, minerals, raising agent (500(ii)), lodised salt, flavours (natural, nature identical and artificial (vanilla) flavouring substances)), invert sugar, cocoa solids (1.5%*), milk solids , leavening agents (500 (ii), 503 (ii)). minerals, lodised salt, flavours (natural & nature identical flavouring substances), emulsifier(322), colour (150c), vitamins. allergen information: contains milk, wheat, barley, soy. may contain tree nuts"
Priya Amla pickle,drink,"amla berries , refined rice bran oil, tamarind paste (tamarind, water), chilli powder, lime juice, mixed spices mustard seeds, dry chillies, acidity regulator-acetic acid, curry leaves and asafoetida"
Dodla toned milk,food,"milk solids, vitamin a (retinyl palmitate) and vitamin d (ergocalciferol)"
aachi lemon pickle,drink,"lemon , salt, edible vegetable oil - refined rice bran oil, red chilli powder, fenugreek, mustard, asafoetida, turmeric powder, acidity regulators - (ins 330 & ins 260) and curry leaves. contains permitted class ii preservative ins 211"
Redbull The Red Edition Energy Drink,drink,"water, sucrose, glucose, acidulant (citric acid), carbon dioxide, taurine , acidity regulator (sodium citrate), natural colour (anthocyanins), caffeine (30 mg/100 ml), flavours (natural & artificial watermelon flavour), vitamins (niacin, b6, b2 & b12)"
Kwality Walls Boost Sandwich,sweet,"choco malt biscuit (refined wheat flour (maida), sugar, edible vegetable oil paint maltodextrin, cocoa solids, milk solids, malt extract, artificial (malt & vanilla) flavouring substances, emulsifier - e322, lodised salt, and leavening agents-e500(ii), e503(ii), food colour - natural (e150d), e102), water, malt based food (cereal extract (barley, wheat millet) malted barley), sugar, wheat flour (atta), milk solids, minerals, natural colour (ins 150c), wheat gluten, acidity regulators [ins 501(ii), ins 500 (ii)], edible lodised salt, cocoa powder, vitamins, nature identical flavouring substances, soy protein isolate), sugar, palm oil, milk solids, liquid glucose, vegetable protein (soy), emulsifier - e471, stabilisers (e412, e417, e461, e407, e410), vitamins, nature identical flavouring substances, sweetener (e960), contains milk, wheat, barley and soy. weetenedo 17333 920103094578"
Britannia Good Day - Cashew Cookies,snack,"ingredients refined wheat flour (maida), edible vegetable oil (palm), sugar, cashew nuts , invert syrup, milk solids, butter , raising agents (503&5000th 100ised salt and emulsifiers (322,471,472) contains added flavours (nature identical and artificial (milk and vanilla) flavouring substances! (numbers in brackets as per laternational numbering system) contains wheat, nuts, milk and soya"
Guru Krupa Products Ginger Chat,drink,"ginger, black salt, citric & aspartame"
amul Tender Coconut,sweet,"milk solids, sugar, stabilizers (407, 466, 415, 412), coconut pieces , water"
nandini goodlife slim,food,"milk solids, added vitamin a & added vitamin d"
fortune suji semolina rawa 500g,drink,wheat semolina
Nissin Geki - Hot  Spicy,drink,"noodles refined wheat flour (maida), edible vegetable oil (palm oil), tapioca starch, lodised salt, acidity regulators [ins 45100 & ins 500(i)], turmeric powder, thickener (ins 412) & antioxidant (ins 319). seasoning mix : sugar, hydrolysed vegetable protein powder (soya), dehydrated chicken powder, dehydrated chicken blits. flavours (natural & nature identical), garlic powder, lodised salt, onion powder yeast extract powder, mixed spices 2.25% (nutmed cumin, ginger, black pepper, coriander turmeric), flavour enhancers (ins 631 & 627), roasted sesame seeds, acidity regu or (ins 330), oleoresin capsicum & anticaning agent (ins 551). seasoning oil ; edible vegetable oil (palmolein, soya bean oil & chilli seed oil). colour [ins 160c(0)] & oleoresin rosemary s allergen information: contains wheat & soy may contain milk"
